City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
318,Nandyal,IN,71.69,clear sky,15.4833,78.4833,Hotel Shobha
319,Petropavlovskoye,RU,22.28,overcast clouds,52.0712,84.107,Zarya Hotel
320,Naze,JP,63.52,broken clouds,28.3667,129.4833,Shishime Hotel
321,Hualmay,PE,68.29,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
322,Senno,RU,-4.67,few clouds,59.5336,33.9167,
323,Constitucion,CL,66.34,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
324,Saint-Francois,FR,38.64,broken clouds,46.4154,3.9054,Manoir Du Bonheur
325,Aksu,CN,29.59,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
326,Sao Filipe,CV,75.42,broken clouds,14.8961,-24.4956,Hotel Xaguate
327,Kawalu,ID,73.54,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
328,Carlsbad,US,81.09,haze,33.1581,-117.3506,Carlsbad Inn Beach Resort
329,Bambous Virieux,MU,78.22,broken clouds,-20.3428,57.7575,Casa Tia Villa
330,Fairbanks,US,4.24,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
331,Smidovich,RU,13.91,overcast clouds,48.6,133.8167,Gostinnitsa
332,Erenhot,CN,21.51,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
333,Yamada,JP,37.13,clear sky,39.4667,141.95,Iroha-ya Inn
334,Merrill,US,30.92,light snow,45.1805,-89.6835,Prairie Motel
335,Aklavik,CA,-10.37,clear sky,68.2191,-135.0107,Aklavik Inn
336,Cabo San Lucas,MX,82.06,broken clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
337,Mpanda,TZ,66.52,overcast clouds,-6.3655,31.0409,CH Hotel - Mpanda
338,Desaguadero,PE,53.04,overcast clouds,-16.5656,-69.0417,av. panamericana 264 desaguadero hotel
339,Igrim,RU,-17.54,scattered clouds,63.1906,64.4162,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
340,Hailey,US,48.06,clear sky,43.5196,-114.3153,Wood River Inn & Suites
341,Mairipora,BR,71.56,overcast clouds,-23.3186,-46.5867,Hotel Refúgio Vista Serrana
342,Koutiala,ML,78.84,scattered clouds,12.3917,-5.4642,Hotel La Chaumiere
343,Korhogo,CI,77.63,clear sky,9.45,-5.6333,Hôtel Tchinbota
344,Shieli,KZ,41.02,light rain,44.1667,66.75,Gostinitsa Aybek Shieli
345,Praxedis Guerrero,MX,73.42,clear sky,31.3667,-106.0167,Congregación placitas de Otero
346,Almaznyy,RU,33.94,overcast clouds,48.0448,40.045,
347,Strezhevoy,RU,1.38,overcast clouds,60.7333,77.5889,Sibiryachka
348,Basco,PH,74.71,broken clouds,20.4487,121.9702,Nathaniel's Lodge
349,Marrakesh,MA,51.87,clear sky,31.6315,-8.0083,Novotel Marrakech Hivernage
350,Itarema,BR,80.91,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
351,Kolpashevo,RU,29.97,light snow,58.3131,82.9089,Gostinitsa Legenda
352,Gaborone,BW,66.99,light rain,-24.6545,25.9086,Gaborone Hotel
353,Great Yarmouth,GB,43.05,overcast clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
354,Lircay,PE,54.14,overcast clouds,-12.9896,-74.7205,Hostal Escobar
355,Provideniya,RU,30.36,snow,64.3833,-173.3,
356,Cumaral,CO,80.11,overcast clouds,4.2708,-73.4867,Finca El Jecho
357,San Pedro,PH,72.63,few clouds,14.35,121.0167,Villa Veronica Resort Private Pool
358,Cam Ranh,VN,73.36,scattered clouds,11.9214,109.1591,OYO 598 Peony Hotel
359,Smirnykh,RU,12.43,few clouds,49.75,142.8333,Tsentral'naya
360,Iquique,CL,66.24,scattered clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
361,Qaqortoq,GL,27.1,overcast clouds,60.7167,-46.0333,Siniffik Inn
362,Cap Malheureux,MU,78.48,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
363,Ercis,TR,28.0,overcast clouds,39.0287,43.3586,Erciş Elit Otel
364,Kautokeino,NO,-23.15,overcast clouds,69.0125,23.0412,Thon Hotel Kautokeino
365,Kloulklubed,PW,77.5,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
366,Unai,BR,73.26,scattered clouds,-16.3575,-46.9061,Hotel Regente
367,Anchorage,US,24.31,overcast clouds,61.2181,-149.9003,Hotel Captain Cook
368,Hovd,MN,19.51,overcast clouds,48.0056,91.6419,Hotel Khovd
369,Nantucket,US,43.97,clear sky,41.2835,-70.0995,Jared Coffin House
370,Ambon,ID,80.74,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
371,Westport,US,44.91,clear sky,41.1415,-73.3579,Norwalk Inn
372,Camacha,PT,63.36,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
373,Balabac,PH,80.96,scattered clouds,7.9868,117.0645,Sing and Swing Lodge
374,Makat,KZ,35.71,overcast clouds,47.6469,53.3463,Umit
375,Longyearbyen,SJ,13.84,broken clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
376,Gushi,CN,42.06,clear sky,34.6425,109.5843,
377,Batagay,RU,-18.78,overcast clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
378,Bucerias,MX,84.18,broken clouds,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
379,Raudeberg,NO,35.2,overcast clouds,61.9875,5.1352,Nordre Silda.
380,Arkadak,RU,27.7,broken clouds,51.9326,43.4978,Khoper
381,Itoman,JP,66.97,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
382,Arkhangelsk,RU,5.11,few clouds,64.5401,40.5433,DVINA HOTEL
383,Hare Bay,CA,29.55,overcast clouds,48.8499,-54.0148,
384,Lowestoft,GB,43.05,overcast clouds,52.4752,1.7516,Premier Inn Lowestoft hotel
385,Qrendi,MT,59.11,scattered clouds,35.8347,14.4583,M'Anglu
386,Qui Nhon,VN,68.85,overcast clouds,13.7667,109.2333,Hoang Yen Canary Hotel
387,Rio Brilhante,BR,87.75,scattered clouds,-21.8019,-54.5464,Hotel Cattani
388,Cassia,BR,71.64,broken clouds,-20.5831,-46.9219,Lauriano
389,Praia,CV,73.94,clear sky,14.9215,-23.5087,LT Aparthotel
390,Vanimo,PG,82.29,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
391,Mogzon,RU,14.67,few clouds,51.7435,111.9606,
392,Baruun-Urt,MN,18.1,clear sky,46.6806,113.2792,Ахмадын амралт сувилал
393,Warah,PK,65.19,clear sky,27.4481,67.7978,Nizamuddin Lohaar Home Soomra Muhallah Bhittai Colony Warah.
394,Kayerkan,RU,-17.48,light snow,69.3497,87.7602,
395,Pemba,MZ,81.12,scattered clouds,-12.974,40.5178,Guesthouse Samotina
396,Tautira,PF,86.02,broken clouds,-17.7333,-149.15,Pension Oaoa
397,Pundaguitan,PH,80.29,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
398,Taitung,TW,62.87,scattered clouds,22.7583,121.1444,Taitung Bali Suites Hotel
399,Marsa Matruh,EG,62.8,scattered clouds,31.3525,27.2453,Beau Site
400,La Orilla,MX,83.21,broken clouds,17.9833,-102.2333,Baymont by Wyndham Lazaro Cardenas
401,Okha,RU,7.97,overcast clouds,53.5739,142.9478,"Gostinitsa ""Sakhalin-Sfera"""
402,Louis Trichardt,ZA,67.03,light rain,-23.0439,29.9032,139 on Munnik Guest House
403,Culpeper,US,49.03,overcast clouds,38.5004,-77.9664,Loose Lodge
404,Vilcun,CL,83.14,clear sky,-38.65,-72.2333,"Rayen-Co, Rural Tourism"
405,Teykovo,RU,11.43,overcast clouds,56.858,40.5369,Guest House
406,Gafanha Da Encarnacao,PT,55.78,overcast clouds,40.6181,-8.733,Hotel Barra
407,Bam,IR,53.89,clear sky,29.106,58.357,Bam Tourist Hotel
409,Asuncion,PY,89.04,clear sky,-25.3007,-57.6359,"Crowne Plaza Asuncion, an IHG Hotel"
410,Chickasha,US,76.35,clear sky,35.0526,-97.9364,"Holiday Inn Express & Suites Chickasha, an IHG Hotel"
411,Ayagoz,KZ,17.96,overcast clouds,47.9714,80.4392,Gostinitsa Nur
412,Bambanglipuro,ID,64.6,light rain,-7.95,110.2833,Puri Brata
413,Ahipara,NZ,73.62,broken clouds,-35.1667,173.1667,Ahipara Holiday Park
414,West Wendover,US,51.01,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
415,Vestmannaeyjar,IS,45.14,overcast clouds,63.4427,-20.2734,Glamping & Camping
416,Bulawayo,ZW,73.69,overcast clouds,-20.15,28.5833,4 On Housman Backpackers
417,Sambava,MG,75.45,light rain,-14.2667,50.1667,Melrose
418,Raposos,BR,78.21,broken clouds,-19.9672,-43.8042,Pousada do Tico Raposos MG
419,Humen,CN,60.91,few clouds,22.819,113.6731,豪门大饭店
420,Megion,RU,1.42,overcast clouds,61.0296,76.1136,Komfort Hotel
421,Khandbari,NP,57.76,few clouds,27.3747,87.2039,Sainik Hotel And Lodge
422,Rawson,AR,66.38,scattered clouds,-43.3002,-65.1023,Hosteria Sampedro
423,Mareeba,AU,82.49,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
424,Los Banos,PH,72.09,broken clouds,14.1667,121.1833,Sol Y Viento Mountain Hot Springs and Resort
425,Quatre Cocos,MU,78.1,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
426,Vila Franca Do Campo,PT,64.2,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
427,Wembley,AU,64.69,clear sky,-31.9333,115.8,Quest on Rheola
428,Lagoa,PT,63.16,broken clouds,39.05,-27.9833,Casa Das Faias
429,Kutum,SD,64.72,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
430,Tigil,RU,21.38,light snow,57.8,158.6667,Tigil'
431,Barzas,RU,26.83,overcast clouds,55.7167,86.3167,
432,Goksun,TR,31.15,clear sky,38.021,36.4973,Prof. Dr. Mehmet Saglam Ogretmenevi
433,Carmunnock,GB,34.68,broken clouds,55.7906,-4.2358,Kings Park Hotel
434,Mgandu,TZ,64.71,overcast clouds,-5.95,34.1333,
435,Redcar,GB,41.36,broken clouds,54.6166,-1.06,The Park Hotel
436,Hirata,JP,33.82,few clouds,35.4333,132.8167,Hirata Maple Hotel
437,Jiwani,PK,73.81,clear sky,25.05,61.7417,Al Mumtaz Transport Jiwani
438,Nyrob,RU,-13.9,overcast clouds,60.733,56.7202,Gostinitsa
439,Hervey Bay,AU,77.11,light rain,-25.2986,152.8535,Shelly Bay Resort
440,Pangai,TO,82.51,few clouds,-19.8,-174.35,Ha'apai Beach Resort
441,Gondar,ET,58.3,clear sky,12.6,37.4667,L Shape Hotel
442,Bandarbeyla,SO,76.33,clear sky,9.4942,50.8122,JABIR HOTEL
443,Uvarovka,RU,19.6,overcast clouds,55.5278,35.6061,
444,Sabang,ID,81.16,light rain,5.8933,95.3214,Hotel Citra
445,Bonthe,SL,80.53,few clouds,7.5264,-12.505,Bonthe Holiday Village
446,Alugan,PH,78.35,broken clouds,12.2188,125.4808,JM Lodge
447,Riyadh,SA,55.54,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
448,Hollins,US,51.82,few clouds,37.3413,-79.9431,"Country Inn & Suites by Radisson, Roanoke, VA"
449,Rio Grande,BR,70.95,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
450,Kualakapuas,ID,77.16,overcast clouds,-3.0091,114.3876,Guest House Izonk
451,Lavrentiya,RU,29.86,snow,65.5833,-171.0,
452,Nahrin,AF,40.69,clear sky,36.0649,69.1334,
453,Fortuna,US,55.33,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
454,Tornio,FI,2.95,scattered clouds,65.8481,24.1466,Park Hotel Tornio
455,Aldan,RU,-1.46,overcast clouds,58.6031,125.3894,Aldan Guest House
456,Brownwood,US,78.12,overcast clouds,31.7093,-98.9912,La Quinta Inn & Suites by Wyndham Brownwood
457,Port Lincoln,AU,61.47,clear sky,-34.7333,135.8667,Port Lincoln Hotel
458,Faya,SA,55.51,clear sky,18.3851,42.4509,املاك خالد الشعشوع
459,Guarapari,BR,78.69,scattered clouds,-20.6667,-40.4975,Hotel Porto do Sol
460,Sivas,TR,34.43,clear sky,39.7916,37.0019,Buruciye Otel
461,Nhulunbuy,AU,84.81,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
462,Osmena,PH,80.65,overcast clouds,10.5208,119.9258,Arjemarkyza Lodge
463,Havelock,US,62.58,overcast clouds,34.8791,-76.9013,Sherwood Motel
464,Providencia,MX,85.21,clear sky,28.7167,-111.5833,
465,Omsukchan,RU,-33.86,broken clouds,62.5333,155.8,
466,Youkounkoun,GN,79.29,broken clouds,12.5333,-13.1333,
467,Grand Gaube,MU,78.39,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
468,Nadvoitsy,RU,5.65,broken clouds,63.8667,34.3167,Sever Nadvoitsy
469,Caohai,CN,37.54,clear sky,26.8661,104.2841,Jinhua Hotel
470,Green River,US,48.15,broken clouds,41.5286,-109.4662,Hampton Inn & Suites Green River
471,Batagay-Alyta,RU,-20.09,overcast clouds,67.8006,130.4114,
472,Tessalit,ML,66.69,broken clouds,20.1986,1.0114,
473,Severo-Yeniseyskiy,RU,8.76,light snow,60.3725,93.0408,Aktolik
474,Kui Buri,TH,65.7,scattered clouds,12.0828,99.8543,Rista House & Resort
475,Cahokia,US,63.05,clear sky,38.5709,-90.1901,Lemp Mansion
476,Wilkie,CA,-5.12,overcast clouds,52.4168,-108.7014,Wilkie Motel
477,Beyneu,KZ,35.98,overcast clouds,45.3167,55.2,NUR
478,Lomovka,RU,25.72,light snow,53.9194,58.3672,Grand Hostel
479,Pacific Grove,US,74.3,haze,36.6177,-121.9166,Lovers Point Inn
480,Topolobampo,MX,78.71,smoke,25.6,-109.05,Hotel Marina Topolobampo
481,Gladstone,AU,78.73,overcast clouds,-23.85,151.25,Highpoint International Hotel
482,Fare,PF,81.3,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
483,Kilindoni,TZ,79.43,overcast clouds,-7.9139,39.6668,Bustani B&B
484,Kasiri,SL,82.58,scattered clouds,8.9412,-13.1148,
485,Pimentel,PE,70.09,clear sky,-6.8367,-79.9342,Casona Del Muelle
486,Alofi,NU,80.49,light rain,-19.0595,-169.9187,Taloa Heights
487,Granada,ES,41.45,clear sky,37.25,-3.25,área autocaravanas La Peza
488,Bollnas,SE,15.39,overcast clouds,61.3482,16.3946,Grand Hotel
489,Ndele,CF,82.27,overcast clouds,8.4109,20.6473,
490,Chinchani,IN,73.26,clear sky,19.8667,72.7,Vasantshrushti Farm
491,Sompeta,IN,73.22,overcast clouds,18.9333,84.6,Netaji's Home
492,Comodoro Rivadavia,AR,66.06,few clouds,-45.8667,-67.5,Austral Hotel
493,Bathsheba,BB,81.21,broken clouds,13.2167,-59.5167,Atlantis Hotel
494,Siguiri,GN,75.92,few clouds,11.6667,-9.5,
495,Fuerte,PH,77.11,overcast clouds,17.5381,120.3644,Giordion Inn
496,Tazovskiy,RU,-13.59,broken clouds,67.4667,78.7,TazHostel
497,Banfora,BF,79.23,clear sky,10.6333,-4.7667,Residences David Hebié
498,Marsassoum,SN,73.49,overcast clouds,12.8275,-15.9806,Djinoubor keur Samba ba
499,Balikpapan,ID,77.99,moderate rain,-1.2675,116.8289,ibis Balikpapan
500,Cozumel,MX,82.47,scattered clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
501,San Cristobal,VE,77.18,broken clouds,7.7669,-72.225,Posada Villaven C.A.
502,Lixourion,GR,60.85,broken clouds,38.2019,20.4314,Hotel Summery
503,Maneadero,MX,71.19,clear sky,31.7167,-116.5667,Casa De Thompson
504,Iaciara,BR,71.33,broken clouds,-14.0958,-46.6317,Hotel Matinha
505,Demidov,RU,21.63,overcast clouds,55.2706,31.515,Mini-Hotel on Prosveshcheniya
506,Norrtalje,SE,21.02,broken clouds,59.758,18.705,Norrtälje Vandrarhem Hvilan
507,Sarangani,PH,81.99,broken clouds,5.4033,125.4636,Ballistic Islet
508,Dajal,PK,59.56,clear sky,29.5577,70.3762,LADLA CHOUDHARY HOUSE
509,Reitz,ZA,55.99,light rain,-27.8014,28.4273,The Lillies Guesthouse
510,Zhuhai,CN,64.06,clear sky,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
511,Palu,ID,77.9,broken clouds,-0.8917,119.8707,Hotel Santika Palu
512,Usinsk,RU,1.45,overcast clouds,65.9939,57.5281,Dobro Pozhalovaty
513,Saint-Paul,RE,77.09,scattered clouds,-21.0096,55.2707,Boucan Canot
514,Kampong Cham,KH,66.7,overcast clouds,11.9934,105.4635,7 Makara Hotel
515,Hami,CN,29.12,overcast clouds,42.8,93.45,Laoyutang Resort
516,Bom Jesus Da Lapa,BR,73.9,broken clouds,-13.255,-43.4181,Hotel das Nações
517,Havre-Saint-Pierre,CA,23.59,scattered clouds,50.2334,-63.5986,Auberge Niapiskau
518,Mulege,MX,75.54,clear sky,26.8833,-111.9833,Casa Granada
519,Clyde River,CA,10.63,light snow,70.4692,-68.5914,Qamaq Hotel
520,Halkirk,CA,2.77,scattered clouds,52.2834,-112.1518,"Halkirk Hotel, Bar & Restaurant"
521,Jiuquan,CN,23.56,few clouds,39.7432,98.5174,Jiuquan Hotel
522,Shahr-E Babak,IR,46.0,broken clouds,30.1165,55.1186,Duna Ecolodge
523,Panacan,PH,78.19,few clouds,9.2463,118.4082,Mom's Place Resort
524,Shakawe,BW,72.36,overcast clouds,-18.3667,21.85,Ditlhapi Guest House
525,Jiazi,CN,57.13,few clouds,22.8779,116.067,Hotel Jin Hao
526,Pilot Butte,CA,2.66,broken clouds,50.4668,-104.4178,Sleep Inn Regina East
527,Shimoda,JP,49.1,light rain,34.6667,138.95,Shimoda Tokyu Hotel
528,Benjamin Constant,BR,82.53,scattered clouds,-4.3831,-70.0311,CASA AVALIADA
529,Barroquinha,BR,80.8,broken clouds,-3.0189,-41.1361,Pousada barroquinha
530,Labuhan,ID,78.49,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
531,Bowen,AU,84.42,few clouds,-20.0167,148.2333,Castle Motor Lodge Motel
532,Hopkins,US,67.23,scattered clouds,37.3334,-87.55,Ruby Lodge at Spring Lake Woods
533,Berdigestyakh,RU,-8.16,overcast clouds,62.0989,126.6992,
534,Raton,US,68.61,clear sky,36.9034,-104.4391,"Holiday Inn Express & Suites Raton, an IHG Hotel"
535,Coahuayana,MX,90.88,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
536,Geraldton,AU,64.81,clear sky,-28.7667,114.6,Broadwater Mariner Resort
537,Cheremukhovo,RU,-2.65,light snow,60.3484,59.9851,
539,Kovrov,RU,17.08,overcast clouds,56.3572,41.3192,Hostel Domino
540,Presidencia Roque Saenz Pena,AR,82.76,clear sky,-26.7852,-60.4388,Hotel Aconcagua
541,Teguldet,RU,31.5,overcast clouds,57.3064,88.1667,
542,Papagaios,BR,71.17,scattered clouds,-19.4492,-44.7478,Hotel Mac Palace
543,Synya,RU,-1.39,overcast clouds,65.3718,58.0387,
544,Lapeer,US,35.51,light rain,43.0514,-83.3188,"Holiday Inn Express Lapeer, an IHG Hotel"
545,Mahina,PF,85.77,scattered clouds,-17.5065,-149.489,Guest Beach Bungalow Tahiti
546,Pareora,NZ,54.18,overcast clouds,-44.4871,171.2132,
547,Carballo,ES,51.49,broken clouds,43.213,-8.691,Pazo do Souto
548,Pindiga,NG,76.08,broken clouds,9.9833,10.9333,Accommodation Center
549,Souillac,MU,78.37,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
550,Chirongui,YT,80.53,few clouds,-12.9319,45.1483,La Villa Mahatsara
551,Caravelas,BR,74.43,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
552,Botou,CN,40.91,overcast clouds,38.0667,116.5667,Hanting Hotel Huanghua City Hall
553,Myski,RU,15.8,overcast clouds,53.709,87.8014,"Mras-Su, Sport Recreation complex"
554,Nedjo,ET,59.22,clear sky,9.5046,35.5019,Yerosan Hotel
555,Nikki,BJ,77.83,overcast clouds,9.9401,3.2108,Hotel John
556,Huesca,ES,38.97,clear sky,42.1362,-0.4087,Hotel Sancho Abarca SPA Huesca
557,Chapleau,CA,15.89,broken clouds,47.8405,-83.4034,Nemegosenda Lake Lodge
558,Wangqing,CN,18.09,few clouds,43.3218,129.7634,Jianan Fashion Hotel
559,Rognan,NO,14.88,clear sky,67.0953,15.3878,Rognan Hotell
560,Son La,VN,48.92,few clouds,21.3167,103.9,Galaxy Grand Hotel
561,Vertientes,CU,77.61,moderate rain,21.2594,-78.1464,
562,Tabas,IR,50.29,broken clouds,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
563,Tura,IN,66.34,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
564,Lufilufi,WS,87.58,few clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
565,Rudbar,AF,50.45,clear sky,30.15,62.6,
566,Salinopolis,BR,79.83,scattered clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
568,Gayny,RU,-11.92,overcast clouds,60.3071,54.3241,
569,Maniitsoq,GL,26.24,light snow,65.4167,-52.9,Hotel Heilmann Lyberth
570,Orocue,CO,81.36,overcast clouds,4.7912,-71.3354,Hotel Brisas de San Miguel
571,Kohlu,PK,45.82,clear sky,29.8962,69.252,B &R Rest House
572,Algiers,DZ,55.22,thunderstorm,36.7525,3.042,Sofitel Algiers Hamma Garden
573,Najran,SA,54.25,clear sky,17.4924,44.1277,محمد هادي ال فطيح
574,Adrar,MR,61.5,overcast clouds,20.5022,-10.0711,
575,Sinegorye,RU,-30.48,few clouds,62.0788,150.477,
576,Nahuizalco,SV,89.44,clear sky,13.7775,-89.7367,Fundación Los Pámpanos
577,Burns Lake,CA,11.62,overcast clouds,54.2331,-125.7533,Burns Lake Bed and Breakfast
578,Sur,OM,72.28,clear sky,22.5667,59.5289,Sur Plaza Hotel
579,Nalut,LY,46.78,clear sky,30.3333,10.85,
580,Dingle,PH,73.22,scattered clouds,10.9995,122.6711,SEGAYA PROPERTY
581,Palmer,US,39.47,broken clouds,42.1584,-72.3287,Wedgewood Motel
582,Aransas Pass,US,78.89,clear sky,27.9095,-97.15,Microtel Inn & Suites by Wyndham Aransas Pass/Corpus Christi
583,Nagar Karnul,IN,69.21,clear sky,16.4821,78.3247,Sanjeevani Hills
584,Tacna,PE,64.6,broken clouds,-18.0056,-70.2483,Hotel Colón Inn
585,Portland,US,48.51,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
586,Chadiza,ZM,71.35,clear sky,-14.0678,32.4392,Sankhani Guest House
587,Kavaratti,IN,80.69,broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
588,Ituango,CO,64.63,overcast clouds,7.1712,-75.764,HOTEL LA CASONA ITUANGO
589,Wanlaweyn,SO,75.63,few clouds,2.6185,44.8938,GAASHAAN HOME
590,San Vicente,AR,75.34,few clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
591,Odweyne,SO,61.72,clear sky,9.4092,45.064,Eng Hiirey House
592,Traralgon,AU,72.91,overcast clouds,-38.1833,146.5333,Comfort Inn Traralgon
593,Genhe,CN,-0.76,overcast clouds,50.7833,121.5167,Companionship Hotel
594,Ostersund,SE,10.85,overcast clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
595,Brae,GB,40.91,broken clouds,60.3964,-1.353,Busta House Hotel
596,Almeirim,BR,77.4,moderate rain,-1.5233,-52.5817,Ricácio Hotel
597,Awjilah,LY,57.27,clear sky,29.1081,21.2869,
598,Kristinehamn,SE,18.5,scattered clouds,59.3098,14.1081,Hotell Marieberg
599,Aleksandrovsk-Sakhalinskiy,RU,31.33,few clouds,50.8975,142.1561,"The hotel ""Three Brothers"""
600,Jizan,SA,77.94,clear sky,17.3333,42.6667,شهدان. ابوالحجر
601,Hofn,IS,41.11,heavy intensity rain,64.2539,-15.2082,Hótel Höfn
602,Petropavlovsk-Kamchatskiy,RU,25.39,broken clouds,53.0452,158.6483,The Hotel Petropavlovsky
603,Tartagal,AR,68.65,overcast clouds,-22.5164,-63.8013,Almuñecar Hotel
604,Requena,ES,44.17,scattered clouds,39.4883,-1.1004,Hotel Avenida
605,Iralaya,HN,78.31,few clouds,15.0,-83.2333,Iglesia morava renovada
606,Casper,US,20.71,light snow,42.8666,-106.3131,Ramkota Hotel
607,Dovbysh,UA,29.73,overcast clouds,50.3733,27.9874,
608,Reconquista,AR,82.02,few clouds,-29.15,-59.65,Grand Hotel
609,Vao,NC,76.24,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
610,Andenes,NO,22.98,overcast clouds,69.3143,16.1194,Hotell Marena
611,Karup,DK,30.78,broken clouds,56.3067,9.1684,Aadal Apartment
612,Kedrovyy,RU,28.87,overcast clouds,56.1667,91.8167,
613,Port Macquarie,AU,68.9,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
614,Namibe,AO,72.28,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
615,Hastings,GB,43.92,broken clouds,50.8552,0.5729,Zanzibar Hotel
616,Broome,US,41.0,overcast clouds,42.2506,-75.833,Chenango Valley State Park
617,Pringsewu,ID,72.91,overcast clouds,-5.3582,104.9744,Urban Style by Front One
618,Sarkand,KZ,36.72,light rain,45.41,79.9186,Гостиница Сарканд
619,Along,IN,56.08,broken clouds,28.1667,94.7667,Hotel West
620,Oistins,BB,80.69,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
621,Cascais,PT,56.52,clear sky,38.6979,-9.4215,Hotel Vila Galé Cascais
622,Iranshahr,IR,59.14,few clouds,27.2025,60.6848,نیک سرشت
623,Orlik,RU,-2.74,broken clouds,52.5178,99.825,Gostevoy Dom Mini Gostinitsa
624,Sokoni,TZ,79.02,moderate rain,-6.4333,39.55,Ujamaa Beach Resort
625,Bure,ET,57.07,clear sky,10.7,37.0667,Holiday
626,Willowmore,ZA,60.1,light rain,-33.2926,23.4895,Jumper's Place
627,Pueblo Nuevo,MX,62.78,broken clouds,23.3833,-105.3833,
628,Rizal,PH,68.14,broken clouds,15.7118,121.1061,Double R Resort and Hotel
629,Bang Saphan,TH,69.75,scattered clouds,11.2126,99.5117,Ladawan Boutique Hotel
630,Terralba,IT,45.01,moderate rain,39.7192,8.6392,B&B Neverland
631,Arman,RU,-14.35,scattered clouds,59.7,150.1667,
632,Khasan,RU,27.45,clear sky,42.4308,130.6434,
633,Leglise,BE,35.35,overcast clouds,49.7999,5.5365,L'Autre Temps:Gîte calme dans la forêt à la ferme randonnée promenade avec des ânes(Forêt d´Anlier)
634,Verkhnyaya Inta,RU,-1.07,overcast clouds,65.9811,60.3094,
635,Pitea,SE,-5.71,scattered clouds,65.3172,21.4794,Piteå Stadshotell
636,Qingyuan,CN,53.58,few clouds,23.7,113.0333,Guojin Commercial Hotel
637,Gondanglegi,ID,75.7,overcast clouds,-7.7479,112.0132,pondok pesantren mamba'ul 'ulum selo rejo
638,Semirom,IR,36.03,overcast clouds,31.4167,51.5667,Motel Dena
639,Kirksville,US,60.12,overcast clouds,40.1948,-92.5833,Budget Host-Village Inn
640,Rio Gallegos,AR,64.45,few clouds,-51.6226,-69.2181,Hotel Santa Cruz
641,Bonavista,CA,33.12,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
642,Tiarei,PF,86.02,broken clouds,-17.5333,-149.3333,Le Rocher de Tahiti
643,San Pedro De Ycuamandiyu,PY,84.22,scattered clouds,-24.0917,-57.0764,Hotel Refugio
